,review,sentiment
585,if you are talking to someone on the phone while using these earphones then the other person will be able to hear all the surrounding voices more clearly than your voice!overall it is good but if you are in public then it's tough to reach your voice to the person who is other side of of the phone.READ MORE,4
586,Best earphones available at a price range of 1000-1200. Sound quality is good. Can't say about durability as i just purchased it. But sure about one thing that you won't regret purchasing it because it's worth the money you spend. Better than mi neckband.If you wanna spend some 500-600 extra bucks then go for realme buds. They are definitely more premium and durable. But in terms of sound quality there is not much difference. Bass is good in rockerz and mid and vocals are better in realme bu...READ MORE,5
587,Very good sound quality with clearly to hear I wish to recommend for this product highly . It was a nice to fix on a neckREAD MORE,5
588,perfect product in every sense in real affordable rate. quality durable product and works like charm. great unit for bass heads. battery life is even better than the one's available in market stays all day long.READ MORE,5
589,"Nice headset sound was clear and bass also good it can withstand only 4 to 5 hours only, it suddenly come 60% to 20% not showing 40% .READ MORE",5
590,"Awesome! boAt Rockerz is the best bluetooth earphone i had ever used.It's ear girp are so comfortable that it feels like weight less but also has strong girp that you can easily run, walk, gym or even dance with enjoying tha songs.And obviously it has very low price compare other expensive Bluetooth earphone like MI,JBL or Sony.READ MORE",5
591,"i hv been using it for a week.. the built is good, easy to use, sounds good but the bass effect is not as i expected.. it feels normal there is no extra bass.. it covers upto 8mts.. battery being a whole day with alternative useREAD MORE",5
592,"its ok, i am giving 3 star because it not suited in our ear ring. it will fell unless it pressed inside of the eardrum and cause it pain, battery backup is very good and bluetooth works well in beyond 10 meter. I request Boat to reduce the weight of the speaker in next generation bluetooth headphone , so that it can correctly suited in ear.READ MORE",3
593,"Excellent among its category, you can purchase it; worth every penny... sound quality may be average but bass is good... Awesome design & built.. Amazing battery backup !READ MORE",4
594,posting review after 6 months of usagePros:1. great sound when wish to hear soothing music or watch movie2. great build quality and design3. no delay over bluetooth4. nice sound cancellation5. Doesn't easily fall from your ears6. value for moneyCons:1. Bass is just adequate not that good2. One earpiece stopped working after 6 months of usage3. battery backup should have been more4. backup decreased over the months of usage even after proper charge Cycles.5. Other person might not...READ MORE,4
595,"Excellent device & brand, would definatly recomend to music lover with pocket friendly cost. Loving It..READ MORE",5
596,Super Fast delivery by Flipkart product is also superb today morning I was surprised.. delivery date was 26 Dec but it was delivered 5 days prior. Flipkart deserves it.READ MORE,5
597,I have been using Boat heads wired earphones for a ear and those could not get over me for semless music experience but in the age of neckbands and wireless devices I choose to switch to the boat rockez 225 since I have been having a good experience with the wired once. Audio quality is good. Those who like to listen to rock music like I do this is the best choice. mic is also working fine. had little more expectation for build quality but what can I ask more for a surprising offer if 1099 bu...READ MORE,5
598,really good headset Bluetooth range is too good n sound clarity is greatREAD MORE,5
599,"awesome product. You should definitely go for it. I you love awesome sound quality and bass, this thing is made for youREAD MORE",5
600,"it is nice bass quality is awesome but i recommend that the company should give more buds of small size bcoz for small ears it is not able to fit in ears,they should give more small size than the given sizeREAD MORE",3
601,this is a very good product best sound best Bess. best bettry pick upREAD MORE,5
602,Good value for money. Been using this headset for a month now and I am loving it. The only complain I have is about the battery life and build. The battery dies a bit early and the headset loosens while you’re running. Else everything is perfect. The sound quality is better then I was expecting. Bass is great. No complaints in that department. Overall it’s a great buy. WORTH EVERY PENNY!READ MORE,4
603,"good product, good sound quality recommended to music lovers, I got one JBL T160BT as a gift, very worst in bass effect, I have raised return request to that TF JBL head set, that technician came and simply he is telling this product is has this much only a bass quality and he is telling why you have not checked review before purchasing this product like. But I purchased boat without any review study, But it has very good in music quality, must buy boat, don't go any other brandREAD MORE",5
604,"overall looks good but nothing special in voice its same as other normal earphones, didn't feel great bass, said that range is 10m buts its not even 5to6m but less, voice calling quality very poor. not satisfied as i expected.READ MORE",2
